f.incomeFromTurism,entrada.iata,salida.iata,entrada.airportName,salida.airportName
5753.06282467746,GRO,HAJ,Girona Airport,Hannover Airport
84652.21013453977,GRO,NRN,Girona Airport,Weeze Airport
0,GRX,AGP,Federico Garcia Lorca Airport,Málaga Airport
0,GRX,AGP,Federico Garcia Lorca Airport,Málaga Airport
0,GRX,AGP,Federico Garcia Lorca Airport,Málaga Airport
0,GRX,BCN,Federico Garcia Lorca Airport,Barcelona International Airport
0,GRX,MAD,Federico Garcia Lorca Airport,Adolfo Suárez Madrid–Barajas Airport
0,GRX,MAD,Federico Garcia Lorca Airport,Adolfo Suárez Madrid–Barajas Airport
0,GRX,MAH,Federico Garcia Lorca Airport,Menorca Airport
0,GRX,MLN,Federico Garcia Lorca Airport,Melilla Airport
0,GRX,PMI,Federico Garcia Lorca Airport,Palma De Mallorca Airport
0,GRX,PMI,Federico Garcia Lorca Airport,Palma De Mallorca Airport
0,GRX,TFN,Federico Garcia Lorca Airport,Tenerife Norte Airport
0,IBZ,AGP,Ibiza Airport,Málaga Airport
91898.48742210939,IBZ,AMS,Ibiza Airport,Amsterdam Airport Schiphol
0,IBZ,BCN,Ibiza Airport,Barcelona International Airport
0,IBZ,BCN,Ibiza Airport,Barcelona International Airport
