round(f.occupancyPercentage * f.seatsCapacity/100),entrada.iata,salida.iata,entrada.airportName,salida.airportName
103.0,IBZ,BGY,Ibiza Airport,Milan Bergamo Airport
103.0,IBZ,BHX,Ibiza Airport,Birmingham International Airport
103.0,IBZ,BLQ,Ibiza Airport,Bologna Guglielmo Marconi Airport
103.0,IBZ,CRL,Ibiza Airport,Brussels South Charleroi Airport
103.0,IBZ,DUB,Ibiza Airport,Dublin Airport
87.0,IBZ,DUS,Ibiza Airport,Düsseldorf Airport
103.0,IBZ,EIN,Ibiza Airport,Eindhoven Airport
103.0,IBZ,EIN,Ibiza Airport,Eindhoven Airport
103.0,IBZ,FCO,Ibiza Airport,Leonardo da Vinci–Fiumicino Airport
103.0,IBZ,LBA,Ibiza Airport,Leeds Bradford Airport
96.0,IBZ,LGW,Ibiza Airport,London Gatwick Airport
72.0,IBZ,LHR,Ibiza Airport,London Heathrow Airport
72.0,IBZ,LHR,Ibiza Airport,London Heathrow Airport
107.0,IBZ,LIS,Ibiza Airport,Humberto Delgado Airport (Lisbon Portela Airport)
96.0,IBZ,LTN,Ibiza Airport,London Luton Airport
103.0,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,IBZ,MAN,Ibiza Airport,Manchester Airport
103.0,IBZ,MRS,Ibiza Airport,Marseille Provence Airport
72.0,IBZ,MUC,Ibiza Airport,Munich Airport
87.0,IBZ,MXP,Ibiza Airport,Malpensa International Airport
87.0,IBZ,MXP,Ibiza Airport,Malpensa International Airport
87.0,IBZ,MXP,Ibiza Airport,Malpensa International Airport
103.0,IBZ,NRN,Ibiza Airport,Weeze Airport
103.0,IBZ,ORY,Ibiza Airport,Paris-Orly Airport
45.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
45.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
45.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
45.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
103.0,IBZ,STN,Ibiza Airport,London Stansted Airport
103.0,IBZ,SVQ,Ibiza Airport,Sevilla Airport
103.0,IBZ,TXL,Ibiza Airport,Berlin-Tegel Airport
87.0,IBZ,VIE,Ibiza Airport,Vienna International Airport
103.0,IBZ,VLC,Ibiza Airport,Valencia Airport
29.0,IBZ,VLC,Ibiza Airport,Valencia Airport
3.0,IBZ,ZRH,Ibiza Airport,Zürich Airport
87.0,LCG,BCN,A Coruña Airport,Barcelona International Airport
96.0,LCG,MAD,A Coruña Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,LCG,MAD,A Coruña Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,LCG,MAD,A Coruña Airport,Adolfo Suárez Madrid–Barajas Airport
9.0,LEI,HHN,Almería International Airport,Frankfurt-Hahn Airport
72.0,LEI,LGW,Almería International Airport,London Gatwick Airport
58.0,LEI,MAD,Almería International Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,LEI,MAD,Almería International Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,LEI,MAN,Almería International Airport,Manchester Airport
45.0,LEI,MLN,Almería International Airport,Melilla Airport
10.0,LEI,VLC,Almería International Airport,Valencia Airport
78.0,LEN,BZZ,Leon Airport,RAF Brize Norton
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
87.0,LPA,AGP,Gran Canaria Airport,Málaga Airport
107.0,LPA,BCN,Gran Canaria Airport,Barcelona International Airport
107.0,LPA,BCN,Gran Canaria Airport,Barcelona International Airport
96.0,LPA,BIO,Gran Canaria Airport,Bilbao Airport
103.0,LPA,BLQ,Gran Canaria Airport,Bologna Guglielmo Marconi Airport
45.0,LPA,DSS,Gran Canaria Airport,Blaise Diagne International Airport
103.0,LPA,DUB,Gran Canaria Airport,Dublin Airport
45.0,LPA,FNC,Gran Canaria Airport,Madeira Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
87.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
113.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
97.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
115.0,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,LPA,OVD,Gran Canaria Airport,Asturias Airport
1.0,LPA,PMI,Gran Canaria Airport,Palma De Mallorca Airport
1.0,LPA,SDR,Gran Canaria Airport,Santander Airport
45.0,LPA,SPC,Gran Canaria Airport,La Palma Airport
45.0,LPA,SPC,Gran Canaria Airport,La Palma Airport
45.0,LPA,SPC,Gran Canaria Airport,La Palma Airport
45.0,LPA,SPC,Gran Canaria Airport,La Palma Airport
103.0,LPA,STN,Gran Canaria Airport,London Stansted Airport
103.0,LPA,SVQ,Gran Canaria Airport,Sevilla Airport
96.0,LPA,SVQ,Gran Canaria Airport,Sevilla Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
1.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,LPA,TFS,Gran Canaria Airport,Tenerife South Airport
45.0,LPA,TFS,Gran Canaria Airport,Tenerife South Airport
45.0,LPA,TFS,Gran Canaria Airport,Tenerife South Airport
45.0,LPA,VDE,Gran Canaria Airport,Hierro Airport
103.0,MAD,ACE,Adolfo Suárez Madrid–Barajas Airport,Lanzarote Airport
115.0,MAD,ACE,Adolfo Suárez Madrid–Barajas Airport,Lanzarote Airport
58.0,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
58.0,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
45.0,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
58.0,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
58.0,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
58.0,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
87.0,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
103.0,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
89.0,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
89.0,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
96.0,MAD,ARN,Adolfo Suárez Madrid–Barajas Airport,Stockholm-Arlanda Airport
168.0,MAD,AUH,Adolfo Suárez Madrid–Barajas Airport,Abu Dhabi International Airport
96.0,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
96.0,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
107.0,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
87.0,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
103.0,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
87.0,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
103.0,MAD,BEY,Adolfo Suárez Madrid–Barajas Airport,Beirut Rafic Hariri International Airport
103.0,MAD,BGY,Adolfo Suárez Madrid–Barajas Airport,Milan Bergamo Airport
96.0,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
103.0,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
107.0,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
58.0,MAD,BLQ,Adolfo Suárez Madrid–Barajas Airport,Bologna Guglielmo Marconi Airport
96.0,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
96.0,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
113.0,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
133.0,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
72.0,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
72.0,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
97.0,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
133.0,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
103.0,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
97.0,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
103.0,MAD,CIA,Adolfo Suárez Madrid–Barajas Airport,Ciampino–G. B. Pastine International Airport
45.0,MAD,CMN,Adolfo Suárez Madrid–Barajas Airport,Mohammed V International Airport
232.0,MAD,DFW,Adolfo Suárez Madrid–Barajas Airport,Dallas Fort Worth International Airport
188.0,MAD,DOH,Adolfo Suárez Madrid–Barajas Airport,Hamad International Airport
229.0,MAD,DOH,Adolfo Suárez Madrid–Barajas Airport,Hamad International Airport
188.0,MAD,DOH,Adolfo Suárez Madrid–Barajas Airport,Hamad International Airport
87.0,MAD,DUB,Adolfo Suárez Madrid–Barajas Airport,Dublin Airport
103.0,MAD,DUB,Adolfo Suárez Madrid–Barajas Airport,Dublin Airport
232.0,MAD,DXB,Adolfo Suárez Madrid–Barajas Airport,Dubai International Airport
45.0,MAD,EAS,Adolfo Suárez Madrid–Barajas Airport,San Sebastian Airport
113.0,MAD,EMA,Adolfo Suárez Madrid–Barajas Airport,East Midlands Airport
97.0,MAD,EMA,Adolfo Suárez Madrid–Barajas Airport,East Midlands Airport
5.0,MAD,FAO,Adolfo Suárez Madrid–Barajas Airport,Faro Airport
107.0,MAD,FCO,Adolfo Suárez Madrid–Barajas Airport,Leonardo da Vinci–Fiumicino Airport
72.0,MAD,FCO,Adolfo Suárez Madrid–Barajas Airport,Leonardo da Vinci–Fiumicino Airport
21.0,MAD,FKB,Adolfo Suárez Madrid–Barajas Airport,Karlsruhe Baden-Baden Airport
72.0,MAD,FLR,Adolfo Suárez Madrid–Barajas Airport,Peretola Airport
96.0,MAD,FRA,Adolfo Suárez Madrid–Barajas Airport,Frankfurt am Main Airport
96.0,MAD,FRA,Adolfo Suárez Madrid–Barajas Airport,Frankfurt am Main Airport
115.0,MAD,FUE,Adolfo Suárez Madrid–Barajas Airport,Fuerteventura Airport
58.0,MAD,GRX,Adolfo Suárez Madrid–Barajas Airport,Federico Garcia Lorca Airport
58.0,MAD,GRX,Adolfo Suárez Madrid–Barajas Airport,Federico Garcia Lorca Airport
107.0,MAD,GVA,Adolfo Suárez Madrid–Barajas Airport,Geneva Cointrin International Airport
87.0,MAD,GVA,Adolfo Suárez Madrid–Barajas Airport,Geneva Cointrin International Airport
221.0,MAD,GYE,Adolfo Suárez Madrid–Barajas Airport,José Joaquín de Olmedo International Airport
160.0,MAD,HAV,Adolfo Suárez Madrid–Barajas Airport,José Martí International Airport
103.0,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
103.0,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
103.0,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
107.0,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
107.0,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
145.0,MAD,ISL,Adolfo Suárez Madrid–Barajas Airport,Istanbul Atatürk Airport
115.0,MAD,IST,Adolfo Suárez Madrid–Barajas Airport,Istanbul Airport
103.0,MAD,KBP,Adolfo Suárez Madrid–Barajas Airport,Boryspil International Airport
96.0,MAD,LCG,Adolfo Suárez Madrid–Barajas Airport,A Coruña Airport
96.0,MAD,LCG,Adolfo Suárez Madrid–Barajas Airport,A Coruña Airport
103.0,MAD,LCG,Adolfo Suárez Madrid–Barajas Airport,A Coruña Airport
58.0,MAD,LEI,Adolfo Suárez Madrid–Barajas Airport,Almería International Airport
58.0,MAD,LEI,Adolfo Suárez Madrid–Barajas Airport,Almería International Airport
113.0,MAD,LEJ,Adolfo Suárez Madrid–Barajas Airport,Leipzig/Halle Airport
154.0,MAD,LEJ,Adolfo Suárez Madrid–Barajas Airport,Leipzig/Halle Airport
232.0,MAD,LGG,Adolfo Suárez Madrid–Barajas Airport,Liège Airport
97.0,MAD,LGG,Adolfo Suárez Madrid–Barajas Airport,Liège Airport
72.0,MAD,LGW,Adolfo Suárez Madrid–Barajas Airport,London Gatwick Airport
188.0,MAD,LHR,Adolfo Suárez Madrid–Barajas Airport,London Heathrow Airport
107.0,MAD,LHR,Adolfo Suárez Madrid–Barajas Airport,London Heathrow Airport
221.0,MAD,LHR,Adolfo Suárez Madrid–Barajas Airport,London Heathrow Airport
5.0,MAD,LIN,Adolfo Suárez Madrid–Barajas Airport,Milano Linate Airport
96.0,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
96.0,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
72.0,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
45.0,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
45.0,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
87.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
45.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
45.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
103.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
103.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
103.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
115.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
115.0,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
43.0,MAD,LUX,Adolfo Suárez Madrid–Barajas Airport,Luxembourg-Findel International Airport
58.0,MAD,LYS,Adolfo Suárez Madrid–Barajas Airport,Lyon Saint-Exupéry Airport
103.0,MAD,MAH,Adolfo Suárez Madrid–Barajas Airport,Menorca Airport
87.0,MAD,MAH,Adolfo Suárez Madrid–Barajas Airport,Menorca Airport
103.0,MAD,MAN,Adolfo Suárez Madrid–Barajas Airport,Manchester Airport
168.0,MAD,MEX,Adolfo Suárez Madrid–Barajas Airport,Licenciado Benito Juarez International Airport
103.0,MAD,MLA,Adolfo Suárez Madrid–Barajas Airport,Malta International Airport
58.0,MAD,MRS,Adolfo Suárez Madrid–Barajas Airport,Marseille Provence Airport
96.0,MAD,MUC,Adolfo Suárez Madrid–Barajas Airport,Munich Airport
72.0,MAD,MUC,Adolfo Suárez Madrid–Barajas Airport,Munich Airport
96.0,MAD,MXP,Adolfo Suárez Madrid–Barajas Airport,Malpensa International Airport
103.0,MAD,MXP,Adolfo Suárez Madrid–Barajas Airport,Malpensa International Airport
97.0,MAD,MXP,Adolfo Suárez Madrid–Barajas Airport,Malpensa International Airport
5.0,MAD,NTE,Adolfo Suárez Madrid–Barajas Airport,Nantes Atlantique Airport
58.0,MAD,OPO,Adolfo Suárez Madrid–Barajas Airport,Francisco de Sá Carneiro Airport
107.0,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
107.0,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
107.0,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
103.0,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
103.0,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
103.0,MAD,OTP,Adolfo Suárez Madrid–Barajas Airport,Henri Coandă International Airport
87.0,MAD,OTP,Adolfo Suárez Madrid–Barajas Airport,Henri Coandă International Airport
96.0,MAD,OVD,Adolfo Suárez Madrid–Barajas Airport,Asturias Airport
96.0,MAD,OVD,Adolfo Suárez Madrid–Barajas Airport,Asturias Airport
17.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
45.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
45.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
115.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
107.0,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,MAD,PMO,Adolfo Suárez Madrid–Barajas Airport,Falcone–Borsellino Airport
58.0,MAD,PNA,Adolfo Suárez Madrid–Barajas Airport,Pamplona Airport
58.0,MAD,PNA,Adolfo Suárez Madrid–Barajas Airport,Pamplona Airport
103.0,MAD,PSA,Adolfo Suárez Madrid–Barajas Airport,Pisa International Airport
188.0,MAD,PVG,Adolfo Suárez Madrid–Barajas Airport,Shanghai Pudong International Airport
87.0,MAD,SCQ,Adolfo Suárez Madrid–Barajas Airport,Santiago de Compostela Airport
87.0,MAD,SCQ,Adolfo Suárez Madrid–Barajas Airport,Santiago de Compostela Airport
160.0,MAD,SDQ,Adolfo Suárez Madrid–Barajas Airport,Las Américas International Airport
96.0,MAD,SDR,Adolfo Suárez Madrid–Barajas Airport,Santander Airport
97.0,MAD,SEN,Adolfo Suárez Madrid–Barajas Airport,Southend Airport
143.0,MAD,SJO,Adolfo Suárez Madrid–Barajas Airport,Juan Santamaria International Airport
87.0,MAD,SPC,Adolfo Suárez Madrid–Barajas Airport,La Palma Airport
103.0,MAD,STN,Adolfo Suárez Madrid–Barajas Airport,London Stansted Airport
87.0,MAD,SVQ,Adolfo Suárez Madrid–Barajas Airport,Sevilla Airport
87.0,MAD,SVQ,Adolfo Suárez Madrid–Barajas Airport,Sevilla Airport
87.0,MAD,SVX,Adolfo Suárez Madrid–Barajas Airport,Koltsovo Airport
29.0,MAD,SXB,Adolfo Suárez Madrid–Barajas Airport,Strasbourg Airport
103.0,MAD,SXF,Adolfo Suárez Madrid–Barajas Airport,Berlin-Schönefeld Airport
87.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
97.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
113.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
103.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
103.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
87.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
87.0,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
87.0,MAD,TFS,Adolfo Suárez Madrid–Barajas Airport,Tenerife South Airport
58.0,MAD,TLS,Adolfo Suárez Madrid–Barajas Airport,Toulouse-Blagnac Airport
87.0,MAD,TNG,Adolfo Suárez Madrid–Barajas Airport,Ibn Batouta Airport
0.0,MAD,TOJ,Adolfo Suárez Madrid–Barajas Airport,Torrejón Airport
87.0,MAD,TXL,Adolfo Suárez Madrid–Barajas Airport,Berlin-Tegel Airport
96.0,MAD,VCE,Adolfo Suárez Madrid–Barajas Airport,Venice Marco Polo Airport
103.0,MAD,VGO,Adolfo Suárez Madrid–Barajas Airport,Vigo Airport
96.0,MAD,VGO,Adolfo Suárez Madrid–Barajas Airport,Vigo Airport
87.0,MAD,VGO,Adolfo Suárez Madrid–Barajas Airport,Vigo Airport
87.0,MAD,VIE,Adolfo Suárez Madrid–Barajas Airport,Vienna International Airport
45.0,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
58.0,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
58.0,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
45.0,MAD,VLC,Adolfo Suárez Madrid–Barajas Airport,Valencia Airport
5.0,MAD,XRY,Adolfo Suárez Madrid–Barajas Airport,Jerez Airport
58.0,MAD,XRY,Adolfo Suárez Madrid–Barajas Airport,Jerez Airport
58.0,MAD,XRY,Adolfo Suárez Madrid–Barajas Airport,Jerez Airport
103.0,MAH,BCN,Menorca Airport,Barcelona International Airport
96.0,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,MAH,BCN,Menorca Airport,Barcelona International Airport
96.0,MAH,BCN,Menorca Airport,Barcelona International Airport
87.0,MAH,BCN,Menorca Airport,Barcelona International Airport
68.0,MAH,BIO,Menorca Airport,Bilbao Airport
96.0,MAH,BIO,Menorca Airport,Bilbao Airport
87.0,MAH,GRX,Menorca Airport,Federico Garcia Lorca Airport
87.0,MAH,LGW,Menorca Airport,London Gatwick Airport
103.0,MAH,MAD,Menorca Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,MAH,MAD,Menorca Airport,Adolfo Suárez Madrid–Barajas Airport
4.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
45.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
45.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
58.0,MAH,PMI,Menorca Airport,Palma De Mallorca Airport
68.0,MAH,VLC,Menorca Airport,Valencia Airport
96.0,MAH,VLC,Menorca Airport,Valencia Airport
45.0,MLN,AGP,Melilla Airport,Málaga Airport
45.0,MLN,AGP,Melilla Airport,Málaga Airport
45.0,MLN,AGP,Melilla Airport,Málaga Airport
5.0,MLN,AGP,Melilla Airport,Málaga Airport
5.0,MLN,AGP,Melilla Airport,Málaga Airport
5.0,MLN,AGP,Melilla Airport,Málaga Airport
45.0,MLN,GRX,Melilla Airport,Federico Garcia Lorca Airport
45.0,MLN,LEI,Melilla Airport,Almería International Airport
68.0,OVD,AGP,Asturias Airport,Málaga Airport
87.0,OVD,BCN,Asturias Airport,Barcelona International Airport
107.0,OVD,LPA,Asturias Airport,Gran Canaria Airport
96.0,OVD,MAD,Asturias Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,OVD,MAD,Asturias Airport,Adolfo Suárez Madrid–Barajas Airport
4.0,OZP,STR,Moron Air Base,Stuttgart Airport
0.0,OZP,ZAZ,Moron Air Base,Zaragoza Air Base
103.0,PMI,AGP,Palma De Mallorca Airport,Málaga Airport
87.0,PMI,AGP,Palma De Mallorca Airport,Málaga Airport
87.0,PMI,ALC,Palma De Mallorca Airport,Alicante International Airport
58.0,PMI,ALC,Palma De Mallorca Airport,Alicante International Airport
103.0,PMI,AMS,Palma De Mallorca Airport,Amsterdam Airport Schiphol
96.0,PMI,ARN,Palma De Mallorca Airport,Stockholm-Arlanda Airport
17.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
17.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
103.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
107.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
107.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
87.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
